Genome Name,RR:HPKratio,HPK,RR,unit_norm_hkct,unit_norm_genect,Genome Size   * assembled,Gene Count   * assembled,hpkper100gene,HybridHPK,taxon_oid,Domain,Status,Study Name,Sequencing Center,IMG Genome ID ,Phylum,ForColors,Class,Order,Family,Genus,Species,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Habitat,Phylum2
Lewinella cohaerens DSM 23179,1.048387097,62,65,0.021031248,1.913165101,7298817,5640,1.09929078,,2515154030,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154030,Bacteroidetes,Bacteroidetes,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella cohaerens,Environmental,Aquatic,Intertidal zone,Marine,,Sea sand,not
Lentisphaera araneosa HTCC2155,0.807692308,26,21,0.008819555,1.754752317,6023180,5173,0.502609704,23,640963040,Bacteria,Permanent Draft,Lentisphaera araneosa HTCC2155,J. Craig Venter Institute (JCVI),640963040,Lentisphaerae,Other,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Lentisphaera araneosa,Environmental,Aquatic,Unclassified,Marine,,Marine,not
"Kytococcus sedentarius 541, DSM 20547",1.142857143,14,16,0.004748991,0.913163201,2785024,2692,0.520059435,21,644736380,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),644736380,Actinobacteria,Other,Actinobacteria,Micrococcales,Dermacoccaceae,Kytococcus,Kytococcus sedentarius,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",not
Kordiimonas gwangyangensis DSM 19435,1.018867925,53,54,0.017978325,1.281549247,4082245,3778,1.402858655,5,2517093004,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2517093004,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas gwangyangensis,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sediment",not
Kordia algicida OT-1,1.130434783,46,52,0.015603829,1.554955465,5019836,4584,1.003490401,11,641380434,Bacteria,Permanent Draft,Kordia algicida OT-1,J. Craig Venter Institute (JCVI),641380434,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia algicida,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",not
"Kangiella koreensis SW-125, DSM 16069",1,25,25,0.008480342,0.913841628,2852073,2694,0.927988122,3,644736377,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),644736377,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,Kangiella koreensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",not
Kangiella aquimarina DSM 16071,1,24,24,0.008141128,0.863638005,2681803,2546,0.942655145,11,2515154212,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154212,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,Kangiella aquimarina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",not
Joostella marina DSM 19592,1.085714286,35,38,0.011872478,1.358211536,4508243,4004,0.874125874,16,2509276026,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),2509276026,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Joostella,Joostella marina,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",not
Janibacter sp. HTCC2649,1.166666667,30,35,0.01017641,1.409772014,4228723,4156,0.721847931,25,638341107,Bacteria,Permanent Draft,Janibacter sp. HTCC2649,J. Craig Venter Institute (JCVI),638341107,Actinobacteria,Other,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter sp. HTCC2649,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",not
Idiomarina sediminum DSM 21906,1,20,20,0.006784273,0.842267544,2626426,2483,0.805477245,9,2524614571,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614571,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina sediminum,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",not
Idiomarina baltica OS145,1.344827586,29,39,0.009837196,0.902308363,2722127,2660,1.090225564,5,638341106,Bacteria,Permanent Draft,Idiomarina baltica OS145,J. Craig Venter Institute (JCVI),638341106,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina baltica,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",not
Hydrogenivirga sp. 128-5-R1-1,1.318181818,22,29,0.007462701,1.292743298,3038240,3811,0.577276305,14,2636416138,Bacteria,Permanent Draft,Hydrogenivirga sp. 128-5-R1-1,J. Craig Venter Institute (JCVI),2636416138,Aquificae,Other,Aquificae,Aquificales,Aquificaceae,Hydrogenivirga,Hydrogenivirga sp. 128-5-R1-1,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Fresh water, Hot spring, Hydrothermal vent",not
Hoeflea phototrophica DFL-43,1.051282051,39,41,0.013229333,1.456922714,4468465,4295,0.908032596,5,2663763045,Bacteria,Finished,Hoeflea phototrophica DFL-43,J. Craig Venter Institute (JCVI),2663763045,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,Hoeflea phototrophica,Host-associated,Unclassified,Unclassified,Unclassified,,"Host, Marine",not
Hirschia maritima DSM 19733,1.470588235,34,50,0.011533265,1.062417216,3351270,3132,1.085568327,9,2519899518,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519899518,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,Hirschia maritima,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",not
"Hippea maritima MH2, DSM 10411",1,11,11,0.00373135,0.603800333,1694430,1780,0.617977528,3,2504136000,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2504136000,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Hippea,Hippea maritima,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",not
Henriciella marina DSM 19595,0.967741935,31,30,0.010515624,1.105836566,3277765,3260,0.950920245,5,2519103046,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519103046,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Henriciella,Henriciella marina,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",not
Halodesulfovibrio aestuarii DSM 10141,1.296296296,54,70,0.018317538,1.041725182,3406912,3071,1.758384891,4,2524614816,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614816,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,Halodesulfovibrio aestuarii,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",not
Halobacteroides halobius DSM 5150,0.409090909,22,9,0.007462701,0.893149594,2649255,2633,0.835548804,12,2509601017,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2509601017,Firmicutes,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Halobacteroides,Halobacteroides halobius,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",not
Halobacillus kuroshimensis DSM 18393,0.888888889,27,24,0.009158769,1.378564357,3850372,4064,0.664370079,16,2523533634,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533634,Firmicutes,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillus kuroshimensis,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Deep sea, Marine",not
Haliea salexigens DSM 19537,1,35,35,0.011872478,1.361942887,4258722,4015,0.871731009,4,2523533559,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533559,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,Haliea salexigens,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",not
"Haliangium ochraceum SMP-2, DSM 14365",1.169642857,112,131,0.037991931,2.358213437,9446314,6952,1.611047181,3,646311933,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),646311933,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Haliangium,Haliangium ochraceum,Environmental,Aquatic,Intertidal zone,Marine,,Sea sand,not
Gramella portivictoriae DSM 23547,1.131578947,38,43,0.012890119,1.032905626,3269398,3045,1.247947455,10,2524614725,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614725,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella portivictoriae,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",not
Glaciecola pallidula DSM 14239,1.375,40,55,0.013568547,1.323611742,4363047,3902,1.025115325,3,2524023167,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524023167,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola pallidula,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sea water",not
Gilvimarinus chinensis DSM 19667,1.315789474,38,50,0.012890119,1.248306307,4068866,3680,1.032608696,2,2519103187,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519103187,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Gilvimarinus,Gilvimarinus chinensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",not
Gelidibacter mesophilus DSM 14095,0.918918919,37,34,0.012550906,1.339554784,4430943,3949,0.936946062,2,2523231061,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523231061,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,Gelidibacter mesophilus,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sea water",not
Gammaproteobacteria sp. OM60 HIMB55,0.733333333,15,11,0.005088205,0.851765526,2736988,2511,0.597371565,2,2513237293,Bacteria,Permanent Draft,Gammaproteobacteria sp. OM60 HIMB55,J. Craig Venter Institute (JCVI),2513237293,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,unclassified,gamma proteobacterium HIMB55,Environmental,Aquatic,Unclassified,Marine,,Marine,not
Fulvimarina pelagi HTCC2506,1.357142857,28,38,0.009497983,1.29477858,3802689,3817,0.733560388,4,639857001,Bacteria,Permanent Draft,Fulvimarina pelagi HTCC2506,J. Craig Venter Institute (JCVI),639857001,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Fulvimarina,Fulvimarina pelagi,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",not
"Flexistipes sinusarabici MAS10, DSM 4947",1.1875,32,38,0.010854837,0.813773595,2526590,2399,1.33388912,17,2505679008,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2505679008,Deferribacteres,Other,Deferribacteres,Deferribacterales,Deferribacteraceae,Flexistipes,Flexistipes sinusarabici,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",not
Flavobacterium frigidarium DSM 17623,0.981132075,53,52,0.017978325,1.137044223,3632726,3352,1.581145585,3,2523533550,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533550,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium frigidarium,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",not
Flavobacteria bacterium BBFL7,0.862068966,29,25,0.009837196,0.891114312,3083153,2627,1.103920822,5,638341093,Bacteria,Permanent Draft,Flavobacteria sp. BBFL7,J. Craig Venter Institute (JCVI),638341093,Bacteroidetes,Bacteroidetes,Flavobacteriia,unclassified,unclassified,unclassified,Flavobacteria bacterium BBFL7,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",not
Fangia hongkongensis DSM 21703,0.913043478,23,21,0.007801914,0.955225696,2946743,2816,0.816761364,13,2515154119,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154119,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Fangia,Fangia hongkongensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",not
Eudoraea adriatica DSM 19308,0.923076923,26,24,0.008819555,1.214045726,3906474,3579,0.726459905,5,2522572201,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2522572201,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Eudoraea,Eudoraea adriatica,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",not
Erythrobacter sp. SD-21,1.28,25,32,0.008480342,1.014927302,2970874,2992,0.835561497,7,640963034,Bacteria,Permanent Draft,"Erythrobacter sp, SD-21",J. Craig Venter Institute (JCVI),640963034,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. SD-21,Environmental,Aquatic,Unclassified,Marine,,"Marine, Sediment",not
Erythrobacter sp. NAP1,1.133333333,30,34,0.01017641,1.094303301,3265346,3226,0.929944203,10,638341081,Bacteria,Permanent Draft,Erythrobacter sp. NAP1,J. Craig Venter Institute (JCVI),638341081,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. NAP1,Environmental,Aquatic,Unclassified,Marine,,"Marine, Surface water",not
Erythrobacter litoralis HTCC2594,1,22,22,0.007462701,1.040707541,3052398,3068,0.717079531,2,637000103,Bacteria,Finished,Erythrobacter litoralis HTCC2594,J. Craig Venter Institute (JCVI),637000103,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",not
Enterovibrio calviensis DSM 14347,1.545454545,55,85,0.018656752,1.688605651,5505240,4978,1.10486139,19,2556921009,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2556921009,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio calviensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",not
"Desulfurobacterium thermolithotrophum BSA, DSM 11699",0.9,10,9,0.003392137,0.540706591,1541968,1594,0.627352572,17,649633039,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),649633039,Aquificae,Other,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,Desulfurobacterium thermolithotrophum,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",not
Desulfovibrio inopinatus DSM 10711,1.169491525,177,207,0.06004082,1.728972078,5767550,5097,3.472630959,4,2524614631,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614631,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio inopinatus,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",not
"Desulfovibrio hydrothermalis AM13, DSM 14728",1.25,76,95,0.025780239,1.122118822,3659215,3308,2.297460701,9,2523533539,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533539,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio hydrothermalis,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",not
Desulfovibrio bizertensis DSM 18034,1.25,48,60,0.016282256,1.011535165,3266412,2982,1.609657948,26,2568526004,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2568526004,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio bizertensis,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",not
Desulfobulbus mediterraneus DSM 13871,1.145299145,117,134,0.039687999,1.359229177,4796810,4007,2.919890192,3,2523533605,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533605,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus mediterraneus,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",not
Desulfobulbus japonicus DSM 18378,1.2734375,128,163,0.04341935,1.738470061,5806184,5125,2.497560976,24,2524614762,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614762,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus japonicus,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Estuaries",not
Desulfobacter curvatus DSM 3379,1.338582677,127,170,0.043080136,1.717438813,5646235,5063,2.508394233,7,2515154174,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154174,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desulfobacter curvatus,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",not
Desulfatiglans anilini DSM 4660,1.359375,64,87,0.021709675,1.392472117,4667344,4105,1.5590743,15,2526164742,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2526164742,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiglans,Desulfatiglans anilini,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",not
Desulfatibacillum aliphaticivorans DSM 15576,1.279411765,136,174,0.046133059,1.823273478,6469960,5375,2.530232558,15,2522572160,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2522572160,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",not
Dasania marina DSM 21967,1.34,50,67,0.016960684,1.264927777,4104988,3729,1.340842049,16,2515154073,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154073,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Dasania,Dasania marina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",not
Cyanobium sp. PCC 7001,0.916666667,12,11,0.004070564,0.958617833,2834252,2826,0.42462845,14,647533126,Bacteria,Permanent Draft,Cyanobium sp. PCC 7001,J. Craig Venter Institute (JCVI),647533126,Cyanobacteria,Synechococcales,unclassified,Synechococcales,Synechococcaceae,Cyanobium,Cyanobium sp. PCC 7001,Environmental,Aquatic,Intertidal zone,Marine,,"Marine, Mud, Soil",not
Cucumibacter marinus DSM 18995,1.379310345,29,40,0.009837196,1.230667196,3713661,3628,0.799338479,12,2524614806,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614806,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Cucumibacter,Cucumibacter marinus,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",not
Crocosphaera watsonii WH 8502,1.472222222,36,53,0.012211692,1.802920658,4683052,5315,0.677328316,7,2639763078,Bacteria,Permanent Draft,Crocosphaera watsonii WH 8502,"University of California, Santa Cruz",2639763078,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Environmental,Aquatic,Unclassified,Marine,,Marine,not
Crocosphaera watsonii WH 8501,1.255813953,43,54,0.014586188,2.277819797,6287279,6715,0.640357409,8,2503283009,Bacteria,Permanent Draft,Crocosphaera watsonii WH 8501 (120ctgs),,2503283009,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Environmental,Aquatic,Unclassified,Marine,,Fresh water,not
Crocosphaera watsonii WH 0402,1.444444444,18,26,0.006105846,0.796812912,1997175,2349,0.766283525,8,2627853717,Bacteria,Permanent Draft,Crocosphaera watsonii WH 0402,"University of California, Santa Cruz",2627853717,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Environmental,Aquatic,Unclassified,Marine,,Marine,not
Crocosphaera watsonii WH 0401 (draft1),0,41,,0.01390776,1.77442671,4549610,5231,0.78378895,10,2503283007,Bacteria,Permanent Draft,Crocosphaera watsonii WH 0401,"University of California, Santa Cruz",2503283007,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,,,,,,,not
Crocosphaera watsonii WH 0005,1.38,50,69,0.016960684,2.247290566,5961117,6625,0.754716981,2,2636415574,Bacteria,Permanent Draft,Crocosphaera watsonii WH 0005,"University of California, Santa Cruz",2636415574,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Environmental,Aquatic,,Marine,,Marine,
Crocosphaera watsonii WH 0003 ((899 contigs)),0,46,,0.015603829,1.958619733,5461113,5774,0.796674749,3,2503283005,Bacteria,Permanent Draft,Crocosphaera watsonii WH 0003,,2503283005,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Environmental,Aquatic,Unclassified,Marine,,Marine,
Crocosphaera watsonii WH 0003,1.413043478,46,65,0.015603829,2.091591492,5890504,6166,0.746026597,11,2531839001,Bacteria,Permanent Draft,Crocosphaera watsonii WH 0003,"University of California, Santa Cruz",2531839001,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Environmental,Aquatic,Unclassified,Marine,,Marine,
Crocosphaera watsonii WH 0003,1.413043478,46,65,0.015603829,2.091591492,5890504,6166,0.746026597,6,2531839001,Bacteria,Permanent Draft,Crocosphaera watsonii WH 0003,"University of California, Santa Cruz",2531839001,Cyanobacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Environmental,Aquatic,Unclassified,Marine,,Marine,
Crocinitomix catalasitica ATCC 23190,1.153846154,39,45,0.013229333,1.400274031,4622888,4128,0.944767442,16,2556921666,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2556921666,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Crocinitomix catalasitica,Environmental,Aquatic,Intertidal zone,Marine,,Sea sand,
Coraliomargarita akajimensis DSM 45221,0.926829268,41,38,0.01390776,1.082430822,3750771,3191,1.284863679,15,646564524,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),646564524,Verrucomicrobia,Other,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,Coraliomargarita akajimensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",
Congregibacter litoralis KT71,1,27,27,0.009158769,1.350409622,4351117,3981,0.678221552,8,2597489864,Bacteria,Permanent Draft,Congregibacter litoralis KT71,"J. Craig Venter Institute (JCVI), Max Planck Institute",2597489864,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Congregibacter,Congregibacter litoralis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Surface water",
Coleofasciculus chthonoplastes PCC 7420,1.064102564,156,166,0.052917333,2.835487071,8679041,8359,1.866251944,6,647533184,Bacteria,Permanent Draft,Coleofasciculus chthonoplastes PCC 7420,"Institut Pasteur, J. Craig Venter Institute (JCVI)",647533184,Cyanobacteria,Cyanobacteria,unclassified,Oscillatoriales,Coleofasciculaceae,Coleofasciculus,Coleofasciculus chthonoplastes,Environmental,Aquatic,Intertidal zone,Marine,,"Marine, Salt marsh",
